Food,Disease,Status,Reason,Biomarker,Curing/Alternative Foods
Peas,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Peas,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Peas,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Peas,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pecan,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pecan,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Pecan,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pecan,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pecan,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pecan,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pie,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pie,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pie,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pie,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pie,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Mint, Cabbage, Artichoke"
Pie,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pine nut,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pine nut,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Pine nut,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pine nut,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pine nut,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pine nut,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pineapple,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Barley, Teff, Pear"
Pineapple,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pineapple,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pineapple,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pineapple,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pineapple,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pistachio,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pistachio,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Pistachio,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pistachio,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pistachio,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pistachio,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pizza,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pizza,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pizza,Hypertension,Avoid,High in sodium,Blood Pressure,"Recommended instead: Olive oil, Spinach, Kale"
Pizza,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pizza,Obesity,Avoid,High calorie density,BMI,"Recommended instead: Yam, Fennel, Mustard greens"
Pizza,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Plum,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Teff, Buckwheat, Guava"
Plum,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Plum,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Plum,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Plum,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Plum,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Polenta,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Blackberry, Amaranth, Quinoa"
Polenta,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Polenta,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Polenta,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Polenta,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Polenta,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pomegranate,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Buckwheat, Quinoa, Apple"
Pomegranate,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pomegranate,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pomegranate,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Pomegranate,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pomegranate,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Popcorn,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Popcorn,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Popcorn,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Popcorn,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Popcorn,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Coriander, Beetroot, Ridge gourd"
Popcorn,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Potato,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Potato,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Potato,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Potato,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Potato,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Potato,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Prune,Diabetes,Avoid,Very high concentrated sugar,Blood Glucose,"Recommended instead: Raspberry, Teff, Apple"
Prune,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Prune,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Prune,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Prune,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Prune,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Pumpkin,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin seeds,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin seeds,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Pumpkin seeds,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin seeds,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin seeds,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Pumpkin seeds,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quesadillas,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quesadillas,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quesadillas,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quesadillas,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quesadillas,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Kohlrabi, Leek, Chili pepper"
Quesadillas,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quinoa,Diabetes,Good,"Whole grain, high protein",Blood Glucose,This food is recommended for this condition
Quinoa,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quinoa,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quinoa,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Quinoa,Obesity,Good,"High protein, aids satiety",BMI,This food is recommended for this condition
Quinoa,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Radish,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Radish,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Radish,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Radish,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Radish,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Radish,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raisin,Diabetes,Avoid,Very high concentrated sugar,Blood Glucose,"Recommended instead: Blackberry, Guava, Blueberry"
Raisin,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raisin,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raisin,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raisin,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raisin,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raspberry,Diabetes,Good,"High fiber, lower GI",Blood Glucose,This food is recommended for this condition
Raspberry,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raspberry,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raspberry,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raspberry,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Raspberry,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rice,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Broken wheat (Dalia), Wild rice, Amaranth"
Rice,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rice,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rice,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rice,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rice,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Ridge gourd,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Ridge gourd,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Ridge gourd,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Ridge gourd,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Ridge gourd,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Ridge gourd,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rusk,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rye,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Wild rice, Blueberry, Apple"
Rye,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rye,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rye,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rye,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Rye,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sago (Sabudana),Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Apple, Teff, Brown rice"
Sago (Sabudana),Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sago (Sabudana),Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sago (Sabudana),Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sago (Sabudana),Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sago (Sabudana),Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Salmon,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Salmon,Heart Disease,Good,Rich in omega-3s,LDL,This food is recommended for this condition
Salmon,Hypertension,Good,Omega-3s lower blood pressure,Blood Pressure,This food is recommended for this condition
Salmon,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Salmon,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Salmon,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Samosa,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Samosa,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Samosa,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Samosa,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Samosa,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Ridge gourd, Arugula, Turnip"
Samosa,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sandwich,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sandwich,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sandwich,Hypertension,Avoid,High in sodium,Blood Pressure,"Recommended instead: Spinach, Kale, Garlic"
Sandwich,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sandwich,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Fennel, Leek, Tomato"
Sandwich,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Semolina (Suji),Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Guava, Buckwheat, Strawberry"
Semolina (Suji),Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Semolina (Suji),Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Semolina (Suji),Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Semolina (Suji),Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Semolina (Suji),Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sesame seeds,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sesame seeds,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Sesame seeds,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sesame seeds,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sesame seeds,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sesame seeds,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Shawarma,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Shawarma,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Shawarma,Hypertension,Avoid,High in sodium,Blood Pressure,"Recommended instead: Beetroot, Kale, Arugula"
Shawarma,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Shawarma,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Eggplant (Brinjal), Cucumber, Artichoke"
Shawarma,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sliders,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sliders,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sliders,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sliders,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sliders,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Ridge gourd, Kale, Cabbage"
Sliders,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sorghum (Jowar),Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Barley, Strawberry, Freekeh"
Sorghum (Jowar),Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sorghum (Jowar),Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sorghum (Jowar),Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sorghum (Jowar),Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sorghum (Jowar),Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Soy sauce,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Soy sauce,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Soy sauce,Hypertension,Avoid,High in sodium,Blood Pressure,"Recommended instead: Kale, Avocado, Spinach"
Soy sauce,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Soy sauce,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Soy sauce,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spelt,Diabetes,Good,"High in fiber, complex carb",Blood Glucose,This food is recommended for this condition
Spelt,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spelt,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spelt,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spelt,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spelt,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spinach,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spinach,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spinach,Hypertension,Good,"Rich in beneficial compounds (nitrates, etc.)",Blood Pressure,This food is recommended for this condition
Spinach,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Spinach,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Spinach,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spring onion,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spring onion,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spring onion,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spring onion,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Spring onion,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Spring onion,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Star fruit,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Raspberry, Strawberry, Apple"
Star fruit,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Star fruit,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Star fruit,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Star fruit,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Star fruit,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Strawberry,Diabetes,Good,"High fiber, lower GI",Blood Glucose,This food is recommended for this condition
Strawberry,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Strawberry,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Strawberry,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Strawberry,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Strawberry,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Submarine sandwich,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Submarine sandwich,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Submarine sandwich,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Submarine sandwich,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Submarine sandwich,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Asparagus, Mustard greens, Corn"
Submarine sandwich,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sultana,Diabetes,Avoid,Very high concentrated sugar,Blood Glucose,"Recommended instead: Farro, Barley, Pear"
Sultana,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sultana,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sultana,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sultana,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sultana,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sunflower seeds,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sunflower seeds,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Sunflower seeds,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sunflower seeds,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sunflower seeds,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sunflower seeds,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sweet potato,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sweet potato,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sweet potato,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Sweet potato,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Sweet potato,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Sweet potato,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Swiss chard,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Swiss chard,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Swiss chard,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Swiss chard,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Swiss chard,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Swiss chard,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tacos,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tacos,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tacos,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tacos,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tacos,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Chili pepper, Cabbage, Carrot"
Tacos,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tamarind,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Barley, Freekeh, Oats"
Tamarind,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tamarind,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tamarind,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tamarind,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tamarind,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tangerine,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Apple, Guava, Broken wheat (Dalia)"
